Fecha;idFechaDWH
2020-01-01;20200101
2019-01-01;20190101
2021-01-01;20210101
2018-01-01;20180101
2017-01-01;20170101
2020-12-31;20201231
2019-12-31;20191231
2021-12-31;20211231
2018-12-31;20181231
2017-12-31;20171231
